"All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI"
52761,"NGC005744",2656,97,15,1,"tmc2006","Nanc",2656,109,103,97,15,7.8,4.51,10.5,1,17.4
52766,"UGC09517",9104,297,18,1,"shg2005","AOlf",9104,320,306,297,18,4.2,4.92,8.7,1,7.3
52774,"ES447-036",4871,513,17,1,"archi12","GBT",4871,537,522,513,17,4.9,1.55,3.2,4,1.4
52781,"UGC09521",9351,520,19,1,"shg2005","AOlf",9351,550,529,520,19,3.5,1.27,8.8,1,1.1
52784,"AGC240689",15079,113,19,1,"hgm2011","ALFA",15079,129,120,113,19,2.4,1.53,5.7,1,5
52796,"ES386-023",,,,,"archi12","GBT",5930,524,511,,22,1.9,2.12,3.3,2,1.9
52802,"PG0052802",1977,144,17,1,"tmc2006","Nanc",1977,158,152,144,17,4.9,3.24,10.7,1,10.1
52805,"AGC241238",4468,250,17,1,"hgm2011","ALFA",4468,266,259,250,17,5.1,2.94,5.3,1,5.3
52809,"AGC540131",2200,224,10,2,"shg2005","GB140",2203,239,235,226,13,9.5,34.97,4.2,1,69.1
52810,"IC0004501",3293,136,10,1,"tmc2006","Nanc",3293,151,144,136,10,20.7,12.24,10.5,1,34.7
52811,"AGC540133",2909,382,11,2,"shg2005","GB300",2912,390,381,372,16,5.9,13.23,11.2,1,13
52816,"ES580-027",,,,,"tmc2006","Nanc",3298,157,150,,100,7,9.61,10.8,1,25.5
52819,"AGC240700",1823,103,18,1,"hgm2011","ALFA",1823,113,110,103,18,4.4,1.22,5.2,1,5.1
52822,"AGC240702",8705,317,19,1,"shg2005","AOlf",8705,340,326,317,19,2.3,0.8,8.7,1,1.1
52823,"ES580-028",6037,351,17,1,"hkk2005","Eff",6037,370,360,351,17,4.8,3.62,5.3,1,4.9
52824,"AGC030851",2591,328,12,2,"shg2005","GB140",2589,341,336,327,18,3.3,8.61,4.2,1,12.5
52825,"AGC540134",2148,291,17,1,"shg2005","GB300",2148,308,300,291,17,5.4,9.95,11.1,1,15.9
52827,"AGC030854",2652,98,8,2,"shg2005","GB300",2653,109,102,97,14,9.2,7.37,11.2,1,28.5
52832,"UGC09530",8603,234,19,1,"shg2005","AOlf",8603,254,243,234,19,3.8,2.74,8.8,1,5
52839,"NGC005757",,,,,"tmc2006","Nanc",2676,311,303,,100,5.4,4.85,10.7,1,8.3
52840,"PG0052840",10163,226,17,1,"tmc2006","Nanc",10163,249,235,226,17,5.4,3.24,11,1,6.7
52846,"ES580-034",,,,,"tmc2006","Nanc",2736,202,195,,100,7.3,4.58,10.7,1,10.9
52853,"AGC540136",2045,198,7,3,"shg2005","GB140",2046,218,214,206,13,9.9,37.53,4.2,1,56.3
52866,"AGC240714",6471,228,19,1,"shg2005","AOlf",6471,246,237,228,19,3.2,1.37,8.6,1,2.8
52867,"AGC030859",4463,190,11,2,"shg2005","GB140",4465,204,199,190,16,5.8,8.99,4.2,1,23.3
52872,"UGC09533",8821,425,19,1,"shg2005","AOlf",8821,451,434,425,19,3.4,3.28,8.8,1,3.7
52877,"UGC09537",8823,612,11,2,"shg2005","AOlf",8820,647,624,615,15,7.7,11.54,8.8,1,9.9
52887,"UGC09535",846,177,15,1,"shg2005","AOlf",846,190,185,177,15,8.3,8.06,8.4,1,21.2
52890,"AGC240723",8769,212,18,1,"shg2005","AOlf",8769,232,221,212,18,4.2,1.94,8.7,1,4.1
52893,"PG0052893",932,101,13,1,"ksk2004","PAKS",932,114,107,101,13,13.7,24.75,13.3,1,93.7
52902,"AGC030870",,,,,"shg2005","Nanc",6337,464,449,,100,4.4,7.21,5.5,2,7.7
52906,"AGC030872",6137,301,13,2,"shg2005","GB140",6129,309,301,292,18,3.5,6.32,4.3,1,2.8
52908,"UGC09542",5458,316,18,1,"shg2005","GB300",5458,337,325,316,18,4.8,6.66,11.4,1,9.9
52910,"AGC240732",4657,106,15,1,"shg2005","AOlf",4657,119,113,106,15,7.8,0.38,8.6,1,1.4
52914,"ES386-026",6557,269,18,1,"tmc2006","Nanc",6557,290,278,269,18,4.3,2.32,11,1,4.1
52915,"UGC09538",11240,582,20,1,"shg2005","AOlf",11240,618,591,582,20,2.4,0.96,8.9,1,0.8
52920,"UGC09543",,,,,"ctm2010","GBT",,,,,500,0.8,0.27,1.6,4,0.4
52921,"UGC09541",9079,444,18,1,"shg2005","AOlf",9079,471,453,444,18,4.8,4.27,8.8,1,4.3
52922,"AGC240731",14963,360,20,1,"shg2005","AOlf",14963,392,369,360,20,1.9,1.72,9.1,1,2.1
52930,"UGC09544",,,,,"shg2005","AOlf",10158,268,255,,25,2.5,0.68,8.8,1,1.3
52935,"PG0052935",,,,,"tmc2006","Nanc",1848,137,131,,100,24.1,24,10.7,1,70
52944,"AGC240737",5649,119,15,1,"hgm2011","ALFA",5649,131,126,119,15,8.1,2.5,5.3,1,9.4
52947,"AGC240736",,,,,"shg2005","AOlf",16384,114,99,,25,0.6,0.25,9.2,2,1.1
52949,"UGC09546",5280,188,17,1,"shg2005","AOlf",5280,205,197,188,17,5.6,2.21,8.6,1,5.3
52952,"UGC09556",2292,210,7,2,"ctm2010","GBT",2291,223,218,209,12,10.9,7.24,1.6,4,15.7
52955,"AGC241181",,,,,"shg2005","AOlf",11219,184,168,,25,1.6,0.22,8.9,2,0.6
52965,"AGC240747",11253,363,20,1,"shg2005","AOlf",11253,391,372,363,20,1.9,1.07,8.9,1,1.4
52970,"AGC240760",14850,152,17,1,"shg2005","AOlf",14850,173,160,152,17,5.1,0.98,9,1,2.4
52976,"AGC240752",9868,167,15,1,"shg2005","AOlf",9868,186,176,167,15,8.2,2.06,8.8,1,5.2
52977,"AGC241680",13192,156,18,1,"hgm2011","ALFA",13192,175,165,156,18,4.1,2.19,5.7,1,5.7
52979,"UGC09547",12553,536,18,1,"shg2005","AOlf",12553,572,545,536,18,5,3.66,8.9,1,3
52984,"UGC09550",11061,510,18,1,"shg2005","AOlf",11061,543,519,510,18,4.8,2.18,8.9,1,1.9
52989,"AGC240764",6190,192,15,1,"shg2005","AOlf",6190,209,200,192,15,7.9,2.7,8.6,1,6.1
52991,"ES580-041",2945,229,14,1,"tmc2006","Nanc",2945,246,238,229,14,9.5,8.58,10.8,1,17.6
52995,"UGC009559",,,,,"tmc2006","Nanc",5470,262,252,,100,5.6,6.46,10.9,1,9
53019,"AGC241685",8451,123,18,1,"hgm2011","ALFA",8451,137,130,123,18,,2.01,5.5,1,7.1
53021,"AGC240769",11992,84,13,1,"shg2005","AOlf",11992,97,89,84,13,10.4,1.55,8.9,1,7.8
53022,"ESO273-06",4878,295,19,1,"HSM2013","PAKS",4878,312,304,295,19,2,3.37,1.7,4,6.1
53025,"AGC240768",9090,223,19,1,"shg2005","AOlf",9090,243,231,223,19,2.3,1.18,8.7,1,2.4
53028,"UGC09558",13487,409,17,1,"shg2005","AOlf",13487,442,418,409,17,5.8,2.24,9,1,2.5
53035,"AGC030890",3259,201,17,1,"shg2005","GB140",3259,214,210,201,17,5.7,9.37,4.2,1,21.8
53036,"AGC240771",,,,,"shg2005","AOlf",13834,233,218,,60,3.4,0.88,8.9,1,1.6
53037,"ES512-023",,,,,"tmc2006","Nanc",2585,237,230,,100,3.1,3.59,10.7,1,7.8
53038,"AGC240772",17639,278,20,1,"shg2005","AOlf",17639,309,287,278,20,1.7,0.55,9.3,1,0.9
53043,"UGC09568",2141,413,18,1,"shg2005","GB140",2141,427,422,413,18,4.9,26.66,4.2,1,28.8
53045,"AGC248929",13592,155,18,1,"hgm2011","ALFA",13592,174,164,155,18,3.8,1.69,5.7,1,4.7
53052,"AGC240776",14930,213,18,1,"hgm2011","ALFA",14930,236,222,213,18,,2.64,5.7,1,5.4
53056,"AGC241690",8701,300,19,1,"hgm2011","ALFA",8701,321,309,300,19,2.9,2.56,5.5,1,3.7
53067,"NGC005772",4896,494,18,1,"tmc2006","Nanc",4896,517,503,494,18,3.9,6.36,10.9,1,6
53075,"IC0001060",4628,349,16,1,"tmc2006","Nanc",4628,369,358,349,16,6.9,7.84,10.9,1,10.3
53083,"UGC009569",,,,,"tmc2006","Nanc",2490,155,148,,100,10.4,10.96,10.7,1,31.8
53089,"UGC09564",1957,181,14,1,"shg2005","GB300",1957,197,190,181,14,9.5,13.62,11.1,1,33.4
53093,"P0053093",2583,292,11,2,"ctf2009","GBT",2583,303,297,288,14,9.3,4.65,1.6,4,7.5
53094,"AGC009565",13934,466,19,1,"hgm2011","ALFA",13934,500,475,466,19,2.2,3.27,5.7,1,3.1
53118,"AGC240823",12806,236,20,1,"shg2005","AOlf",12806,260,245,236,20,1.8,0.3,9,1,0.6
53134,"AGC540146",1952,149,8,2,"shg2005","GB300",1951,165,158,150,11,17.7,25.69,11.1,1,75.3
53135,"AGC241240",8420,249,19,1,"hgm2011","ALFA",8420,268,258,249,19,,2.38,5.5,1,4.4
53143,"AGC241699",8727,239,19,1,"hgm2011","ALFA",8727,258,248,239,19,2.5,1.79,5.5,1,3.6
53164,"AGC240842",,,,,"shg2005","AOlf",8861,81,74,,25,2.2,0.66,8.7,1,2
53171,"AGC240845",8640,139,17,1,"shg2005","AOlf",8640,156,147,139,17,5,1.52,8.7,1,4.8
53178,"UGC09574",1578,208,8,1,"shg2005","AOlf",1578,222,217,208,8,21.7,11.41,8.3,1,19.1
53183,"AGC030906",3978,259,12,2,"shg2005","Nanc",3977,271,265,256,18,3.6,7.94,5.4,1,12
53186,"NGC005766",3367,180,20,1,"tmc2006","Nanc",3367,202,189,180,20,6.4,2.26,10.8,2,4.8
53210,"AGC240881",,,,,"shg2005","AOlf",12535,188,176,,25,1.7,0.44,9,1,1.2
53212,"P0053212",8853,303,17,1,"ctf2009","GBT",8853,323,312,303,17,4.6,3.13,2.2,2,4.8
53216,"AGC540149",6998,383,13,2,"shg2005","Nanc",6998,408,396,387,19,2.9,7.96,5.5,1,3.7
53217,"UGC09586",2337,242,19,1,"shg2005","GB140",2337,255,251,242,19,3.5,15.71,4.2,1,30.3
53225,"UGC09577",17825,316,16,1,"shg2005","AOlf",17825,349,325,316,16,7.4,1.18,9.2,1,1.6
53231,"UGC09576",1559,129,8,1,"shg2005","AOff",1559,142,137,129,8,72.8,32.75,8.3,1,99.9
53239,"UGC09578",9286,265,19,1,"shg2005","AOlf",9286,287,274,265,19,3.5,2.6,8.9,1,4.1
53240,"UGC009650",3922,175,20,1,"archi12","GBT",3922,193,184,175,20,6.2,3.27,3.2,4,5.3
53243,"AGC248903",6345,216,19,1,"hgm2011","ALFA",6345,232,225,216,19,3.2,1.49,5.3,1,3.3
53247,"UGC09579",1681,392,8,1,"shg2005","AOff",1681,407,401,392,8,50.9,57.35,8.3,1,68.3
53248,"AGC009580",8882,286,18,1,"hgm2011","ALFA",8882,307,295,286,18,4.2,3.74,5.5,1,5.4
53252,"AGC240903",8897,345,19,1,"hgm2011","ALFA",8897,367,354,345,19,2.7,2.5,5.5,1,3.5
53282,"AGC240929",6791,213,16,1,"shg2005","AOlf",6791,231,222,213,16,6.2,1.83,8.6,1,3.4
53290,"AGC240916",,,,,"shg2005","AOlf",7223,118,111,,80,0.8,0.45,8.6,1,1.3
53291,"AGC240926",5331,438,18,1,"shg2005","AOlf",5331,459,447,438,18,4,1.08,8.6,1,1.1
53301,"AGC240930",9572,386,18,1,"shg2005","AOlf",9572,412,395,386,18,3.6,1.36,8.8,1,1.7
53303,"AGC540152",3011,273,13,2,"shg2005","Nanc",3009,295,289,280,19,2.7,5.67,5.4,1,11.9
53307,"UGC09594",5194,56,8,1,"shg2005","AOlf",5194,64,59,56,8,227.5,5.08,8.5,1,26
53314,"UGC09593",6123,286,17,1,"shg2005","AOlf",6123,305,295,286,17,6.1,4,8.7,1,6.4
53318,"AGC240934",9836,330,17,1,"shg2005","AOlf",9836,355,339,330,17,5.4,1.05,8.8,1,1.5
53332,"UGC09598",5585,368,13,2,"ctf2009","GBT",5582,380,371,362,17,4.7,4.03,2.1,2,5.1
53335,"UGC009605",3439,226,20,1,"ctm2010","GBT",3439,260,235,226,20,3.9,2.27,1.6,28,4.4
53336,"AGC030920",3518,237,14,1,"shg2005","GB140",3518,253,246,237,14,9.2,23.05,8.4,1,42.9
53338,"AGC240942",13276,50,16,1,"shg2005","AOlf",13276,60,53,50,16,7,0.6,8.9,1,3.5
53346,"ES513-004",2407,121,10,1,"tmc2006","Nanc",2407,135,129,121,10,14,10.16,10.7,1,36.5
53347,"AGC241716",6466,36,10,1,"hgm2011","ALFA",6466,42,38,36,10,13.8,2.17,5.3,1,19.5
53371,"AGC241287",,,,,"shg2005","AOlf",9964,317,298,,25,2.6,0.89,8.8,2,1.5
53376,"UGC09606",4848,356,19,1,"shg2005","AOlf",4848,375,365,356,19,3.6,3.45,8.6,1,4.6
53377,"ES327-032",7567,62,16,1,"ksk2004","PAKS",7567,74,65,62,16,5.8,9.62,13.9,1,42.7
53383,"UGC09601",1848,127,18,1,"shg2005","AOlf",1848,140,135,127,18,5.1,3.69,8.4,1,7.3
53390,"UGC09668",3918,151,8,1,"ctf2009","GBT",3918,166,160,151,8,16.4,9.47,2.1,4,24.5
53391,"ES386-033",,,,,"tmc2006","Nanc",2898,349,340,,100,2.7,4.95,10.8,1,5.8
53392,"ES386-034",,,,,"tmc2006","Nanc",7359,367,353,,100,2.9,2.68,11.1,1,3.2
53395,"ES386-035",,,,,"tmc2006","Nanc",7340,334,320,,100,2.2,3.02,11.1,1,4
53402,"NGC005795",,,,,"tmc2006","Nanc",2365,331,323,,100,6.2,3.95,10.7,1,6
53409,"ES386-039",,,,,"tmc2006","Nanc",2810,197,190,,100,5.6,6.67,10.7,1,16.5
53411,"UGC09608",8597,149,19,1,"shg2005","AOlf",8597,166,157,149,19,3.3,1.11,8.8,1,2.7
53412,"AGC030944",6855,270,18,1,"shg2005","Nanc",6855,288,279,270,18,3.8,3.71,5.5,1,6.2
53413,"PG0053413",,,,,"tmc2006","Nanc",6945,374,360,,100,2.7,2.12,10.8,1,2.7
53415,"PG0053415",2413,253,15,1,"tmc2006","Nanc",2413,269,262,253,15,7.1,6.82,10.7,1,12.4
53417,"NGC005781",1908,236,13,1,"tmc2006","Nanc",1908,252,245,236,13,10.5,10.63,10.7,1,21.2
53419,"UGC009614",3055,125,7,2,"tmc2006","Nanc",3057,137,130,123,16,6,4.27,10.8,1,15.2
53420,"AGC240963",6207,135,20,1,"shg2005","AOlf",6207,150,143,135,20,5,2.31,8.6,1,6.8
53421,"UGC09613",8932,333,13,1,"shg2005","AOlf",8932,357,342,333,13,10.8,3.89,8.8,1,5.3
53424,"AGC009616",8453,208,17,1,"hgm2011","ALFA",8453,226,217,208,17,,2.06,5.5,1,4.4
53425,"AGC240972",9038,215,18,1,"shg2005","AOlf",9038,235,224,215,18,4.3,1.17,8.8,1,2.5
53432,"AGC241225",9995,417,17,1,"hgm2011","ALFA",9995,443,426,417,17,4.7,5.89,5.5,1,6.3
53433,"AGC009618",9849,176,18,1,"hgm2011","ALFA",9849,194,185,176,18,3.5,2.92,5.5,1,7.2
53437,"UGC09627",,,,,"shg2005","GB300",4089,211,203,,25,3.8,1.5,11.3,1,3.1
53439,"AGC241077",6255,229,16,1,"shg2005","AOlf",6255,247,238,229,16,6.3,2.09,8.5,1,4.3
53448,"UGC09622",,,,,"ctf2009","AOG",4765,409,400,,100,9.5,8.08,1.3,4,9.7
53450,"IC0001077",3438,78,20,1,"tmc2006","Nanc",3438,89,83,78,20,3.8,1.98,10.8,1,7.1
53456,"AGC030954",3807,248,18,1,"shg2005","GB140",3807,262,257,248,18,3.5,9.35,4.2,1,17.6
53462,"AGC240979",8719,373,18,1,"shg2005","AOlf",8719,398,382,373,18,3.6,1.22,8.7,1,1.5
53469,"UGC09649",447,153,9,1,"shg2005","GB140",447,163,162,153,9,15.5,38.39,2.1,1,116.4
53473,"ES327-034",,,,,"tmc2006","Nanc",6248,179,170,,100,1.8,1.99,11,1,3.7
53497,"ES327-036",7337,564,19,1,"archi12","GBT",7337,590,573,564,19,2.3,2.82,3.3,2,2.4
53499,"UGC09631",1922,422,10,2,"shg2005","GB140",1924,437,432,423,16,6.8,73.57,4.2,1,82.6
53500,"ES273-014",1051,166,13,1,"ksk2004","PAKS",1051,182,175,166,13,53.3,173.72,13.3,1,462.2
53510,"UGC009637",2507,139,12,1,"ctm2010","GBT",2507,151,147,139,12,10.8,3.69,1.6,4,11.6
53512,"AGC241727",1673,110,8,1,"hgm2011","ALFA",1673,120,117,110,8,16.4,5.43,5.2,1,21.8
53517,"AGC241000",10476,196,16,1,"shg2005","AOlf",10476,217,205,196,16,5.9,1.72,8.8,1,3.8
53519,"ES513-010",2572,257,11,1,"tmc2006","Nanc",2572,274,266,257,11,12.5,6.35,10.7,1,11.5
53522,"AGC240997",6206,165,10,1,"shg2005","AOlf",6206,182,174,165,10,13.4,2.92,8.6,1,7.6
53528,"UGC09634",12830,358,20,1,"shg2005","AOlf",12830,387,367,358,20,2.3,4.91,9.1,1,6.2
53546,"AGC030973",4159,223,12,2,"shg2005","GB140",4161,241,236,227,17,4.6,6.5,4.2,1,9.5
53550,"NGC005793",,,,,"tmc2006","Nanc",,,,,500,0,-3.3,10.7,1,-1.7
53556,"UGC09644",6682,121,17,1,"shg2005","AOlf",6682,136,129,121,17,5.5,2.58,8.8,1,9.3
53558,"AGC241736",9816,347,18,1,"shg2005","AOlf",9816,372,356,347,18,3.4,2.7,8.7,1,3.7
53560,"AGC241011",9078,301,11,1,"shg2005","AOlf",9078,324,310,301,11,12.9,5.41,8.8,1,8.1
53562,"AGC030974",3260,235,16,1,"shg2005","GB300",3260,252,244,235,16,5.8,8.05,11.2,1,15.4
53563,"UGC09646",9629,272,12,1,"shg2005","AOlf",9629,295,281,272,12,12.4,2.02,8.8,1,3.2
53575,"AGC241014",9258,181,15,1,"shg2005","AOlf",9258,200,190,181,15,7.7,2.04,8.8,1,4.9
53577,"P0053577",1900,76,16,1,"ctf2009","GBT",1900,89,80,76,16,12.9,1.42,2.1,8,6.1
53578,"UGC09645",1360,340,20,1,"shg2005","GB140",1360,353,349,340,20,2.6,12.35,4.2,1,17.8
53585,"AGC241015",10379,481,20,1,"shg2005","AOlf",10379,511,490,481,20,5,3.83,8.8,1,3.5
53586,"AGC241016",3146,63,16,1,"shg2005","AOlf",3146,71,66,63,16,6.5,1.18,8.4,1,5.9
53594,"ES386-044",7604,293,19,1,"tmc2006","Nanc",7604,315,302,293,19,2.3,2.69,11.1,1,4.2
53600,"NGC005815",2991,175,10,1,"tmc2006","Nanc",2991,191,184,175,10,13.4,7.25,10.8,1,18
53608,"ES386-045",4596,168,20,1,"tmc2006","Nanc",4596,190,176,168,20,4,3.68,10.9,2,7.8
53613,"UGC09652",11287,395,20,1,"shg2005","AOlf",11287,424,404,395,20,2.4,0.86,8.8,1,1.1
53617,"ESO328-02",4731,271,20,1,"HSM2013","PAKS",4731,291,280,271,20,3.5,3.15,1.7,8,4.8
53622,"UGC09657",2535,200,16,1,"shg2005","GB300",2535,216,209,200,16,6.4,6.84,11.2,1,12.8
53624,"NGC005809",2825,293,14,1,"tmc2006","Nanc",2825,310,302,293,14,8.7,15.23,10.7,1,23.9
53628,"ES386-046",2970,157,17,1,"tmc2006","Nanc",2970,173,166,157,17,5,2.99,10.8,1,8.4
53631,"UGC09654",9516,324,19,1,"shg2005","AOlf",9516,348,333,324,19,2.7,1.71,8.9,1,2.4
53634,"AGC540178",2928,199,15,1,"shg2005","GB300",2928,216,208,199,15,7.8,10.86,11.2,1,24.8
53639,"ES223-009",588,63,13,1,"ksk2004","PAKS",588,73,66,63,13,40.9,101.34,13.2,1,574.4
53641,"UGC09660",608,79,11,1,"shg2005","GB300",608,89,83,79,11,12.9,7.31,11,1,31.8
53651,"UGC09656",4051,232,11,1,"shg2005","AOlf",4051,249,241,232,11,13.3,4.92,8.5,1,9.8
53655,"ES328-005",,,,,"tmc2006","Nanc",,,,,500,1,1.4,10.9,1,1.6
53657,"UGC09665",2558,291,8,1,"ctf2009","GBT",2558,306,300,291,8,26.2,12.57,1.6,4,20.5
53662,"AGC241042",9172,183,15,1,"shg2005","AOlf",9172,202,192,183,15,7.1,1.79,8.8,1,4.3
53668,"ES328-006",4391,91,19,1,"tmc2006","Nanc",4391,104,97,91,19,3.1,1.79,10.9,1,6.6
53675,"AGC009659",10599,351,19,1,"hgm2011","ALFA",10599,376,360,351,19,2.8,2.82,5.5,1,3.5
53676,"NGC005827",6617,359,12,2,"tmc2006","Nanc",6615,383,369,360,18,3.8,3.06,11,1,3.8
53680,"ES328-007",6096,266,20,1,"tmc2006","Nanc",6096,292,275,266,20,4.8,6.56,11,2,10.9
53681,"UGC09671",4954,144,16,1,"shg2005","GB300",4954,160,152,144,16,7.1,3.98,11.4,1,12.3
53689,"AGC241049",13968,283,20,1,"shg2005","AOlf",13968,315,292,283,20,4.1,0.9,9,2,1.3
53697,"PG0053697",3098,180,11,1,"tmc2006","Nanc",3098,196,189,180,11,12.9,7.63,10.8,1,18.9
53698,"AGC242053",13954,425,18,1,"shg2005","AOlf",13954,459,434,425,18,4.3,3.19,9.1,1,3.5
53701,"AGC251924",11283,397,18,1,"hgm2011","ALFA",11283,424,406,397,18,3.9,4.12,5.5,1,4.7
53705,"AGC250004",9841,87,17,1,"shg2005","AOlf",9841,100,92,87,17,5.1,0.81,8.8,1,2.9
53709,"UGC09673",5683,171,8,1,"shg2005","AOlf",5683,187,179,171,8,96.2,9.16,8.6,1,21.5
53711,"NGC005810",3278,170,15,1,"tmc2006","Nanc",3278,186,179,170,15,7.7,3.32,10.8,1,8.4
53719,"AGC250007",6276,231,17,1,"shg2005","AOlf",6276,249,240,231,17,5.3,1.25,8.6,1,2.5
53724,"PGC053724",2510,157,13,2,"archi12","GBT",2512,172,164,156,18,4.1,2.27,3.2,4,5.8
53728,"AGC250015",11990,431,14,1,"shg2005","AOlf",11990,462,440,431,14,8.7,7.05,9,1,7.5
53730,"AGC250016",11860,266,17,1,"shg2005","AOlf",11860,291,275,266,17,4.6,1.19,9,1,2
53733,"UGC09675",12015,387,19,1,"shg2005","AOlf",12015,417,396,387,19,2.8,1.3,8.9,1,1.4
53737,"AGC009676",2889,164,14,1,"hgm2011","ALFA",2889,177,173,164,14,9,3.31,5.2,1,9
53742,"AGC250017",12211,264,18,1,"shg2005","AOlf",12211,289,273,264,18,3.9,1.72,8.9,1,3
53744,"UGC09681",,,,,"shg2005","GB300",5090,440,427,,25,6.7,7.85,11.4,1,9
53746,"UGC09677",11550,646,20,1,"shg2005","AOlf",11550,685,655,646,20,2,3.28,8.8,1,2.3
53747,"AGC250022",16766,425,15,1,"shg2005","AOlf",16766,463,434,425,15,7.5,1.6,9.2,1,1.7
53750,"AGC550003",6366,255,17,1,"shg2005","GB300",6366,275,264,255,17,5.2,10.34,11.5,1,14.8
53752,"UGC09679",9365,562,19,1,"shg2005","AOlf",9365,598,571,562,19,3.3,2.11,8.9,2,1.8
53755,"ES513-015",2621,172,17,1,"ksk2004","PAKS",2621,189,181,172,17,4.8,22.23,13.4,1,56.6
53764,"PG0053764",2438,190,20,1,"tmc2006","Nanc",2438,211,199,190,20,5.7,3.94,10.7,2,9.5
53774,"UGC09730",2137,126,7,2,"ctf2009","GBT",2140,135,133,126,8,16,8.17,2.1,1,28.5
53779,"PG0053779",1874,145,20,1,"tmc2006","Nanc",1874,159,153,145,20,3.1,1,10.7,1,2.6
53791,"AGC250035",6267,222,16,1,"shg2005","AOlf",6267,240,231,222,16,6.8,1.26,8.6,1,2.6
53796,"AGC550006",2932,216,10,2,"shg2005","GB300",2934,230,225,216,14,8.5,15.72,5.6,1,22.8
53800,"AGC250036",9735,427,17,1,"shg2005","AOlf",9735,455,436,427,17,4.8,1.11,8.7,1,1.2
53801,"AGC250032",9847,152,17,1,"shg2005","AOlf",9847,170,160,152,17,5.2,1.05,8.8,1,3
53802,"UGC09682",1821,190,12,2,"shg2005","AOlf",1821,199,194,185,18,4.6,5.5,8.3,1,16.6
53803,"UGC09687",10083,414,20,1,"shg2005","AOlf",10083,442,423,414,20,2,1.41,8.9,1,1.6
53817,"UGC09686",8682,334,18,1,"shg2005","AOlf",8682,357,343,334,18,4.7,5.43,8.7,1,7.2
53821,"UGC09685",9421,302,20,1,"shg2005","AOlf",9421,325,311,302,20,2.3,1.59,8.9,1,2.3
53838,"UGC09689",14017,367,17,1,"shg2005","AOlf",14017,398,376,367,17,5.9,1.17,9,1,1.3
53841,"AGC251620",9648,438,19,1,"hgm2011","ALFA",9648,464,447,438,19,3.1,4.84,5.5,1,5.1
53852,"UGC09695",13546,519,19,1,"shg2005","AOlf",13546,557,528,519,19,3.8,1.66,9,1,1.4
53861,"UGC09703",2498,214,10,2,"ctf2009","GBT",2498,227,222,213,13,9.8,3.32,1.6,4,7
53864,"UGC09698",4860,138,16,1,"shg2005","AOlf",4860,153,146,138,16,6.5,2.84,8.6,1,7.9
53869,"AGC009696",8322,83,12,1,"hgm2011","ALFA",8322,93,88,83,12,11,2.81,5.5,1,14
53872,"AGC250055",10115,332,19,1,"shg2005","AOlf",10115,357,341,332,19,2.8,1.67,8.8,1,2.3
53876,"UGC09701",10038,283,19,1,"shg2005","AOlf",10038,306,292,283,19,3.8,2.81,8.9,1,4.3
53884,"ES387-002",2951,156,17,1,"tmc2006","Nanc",2951,171,164,156,17,4.5,4.26,10.8,1,11.2
53885,"PGC053885",8488,464,20,1,"archi12","GBT",8488,493,473,464,20,3.3,2.33,3.3,4,2.5
53890,"AGC251943",10953,386,18,1,"hgm2011","ALFA",10953,412,395,386,18,3.3,3.25,5.5,1,3.9
53891,"UGC09699",8471,302,11,1,"shg2005","AOlf",8471,324,311,302,11,13.3,3.92,8.8,1,5.8
53893,"AGC250065",13031,221,14,1,"shg2005","AOlf",13031,245,230,221,14,8.6,2.44,9,1,4.8
53899,"ES387-003",7080,171,20,1,"tmc2006","Nanc",7080,195,179,171,20,4.4,0.87,11.1,2,2.2
53903,"AGC250064",4727,133,17,1,"shg2005","AOlf",4727,147,140,133,17,5.1,2.37,8.6,1,6.9
53908,"UGC09705",6646,387,20,1,"shg2005","AOlf",6646,409,396,387,20,2.2,1.02,8.6,1,1.3
53910,"AGC250071",13631,452,18,1,"shg2005","AOlf",13631,487,461,452,18,3.9,1.53,9,1,1.6
53916,"AGC251944",10836,106,17,1,"hgm2011","ALFA",10836,119,112,106,17,5.6,1.93,5.5,1,6.8
53923,"PGC053923",7286,480,19,1,"archi12","GBT",7286,504,489,480,19,2.9,2.71,3.3,2,2.6
53928,"AGC251622",11219,247,18,1,"hgm2011","ALFA",11219,268,256,247,18,4.3,2.72,5.5,1,4.8
53935,"UGC09708",,,,,"shg2005","AOlf",8441,146,138,,25,3.3,2.67,8.8,1,8.2
53940,"AGC250082",9082,189,15,1,"shg2005","AOlf",9082,208,197,189,15,7.6,1.25,8.8,1,2.8
53958,"AGC250079",6660,195,20,1,"shg2005","AOlf",6660,213,204,195,20,6.4,3.58,8.6,1,8
53959,"UGC09712",6857,335,15,1,"shg2005","AOlf",6857,356,344,335,15,8.5,4.52,8.6,1,5.8
53960,"UGC09734",3335,194,9,2,"ctf2009","GBT",3337,208,204,195,11,12.4,6.06,2.1,2,10.3
53965,"AGC009714",6545,424,18,1,"hgm2011","ALFA",6545,445,433,424,18,4.4,4.87,5.3,1,5.4
53975,"AGC250085",6408,110,17,1,"shg2005","AOlf",6408,124,117,110,17,5.3,1.63,8.5,1,6.5
53976,"UGC09718",12111,401,14,1,"shg2005","AOlf",12111,431,410,401,14,9.3,3.85,8.9,1,4.5
