"# W/ DUPLICATIONS","#","HIPASS_NAME","OBS_RUN_NIGHT","OBS_DATE","NAME","OBSERVATION COMMENTS","NOD&SHUFFLE","RA","DEC","USED/OR NOT","COMMENT_ON_PPXF","MORPHOLOGICAL_TYPE (BASIC DATA)","MORPHOLOGY_SHORTENED","REDSHIFT","REDSHIFT UNCERTAINTY","MAJOR_AXIS","MINOR_AXIS","BASIC_MAGNITUDE","MAJOR_DIAMETER (ESO Uppsala)","MINOR/MAJOR RATIO (ESO Uppsala)","POSITION ANGLE (ESO Uppsala)","MAJOR_DIAMETER (RC3)","MAJOR_DIAMETER_UNC (RC3)","MINOR/MAJOR RATIO (RC3)","MINOR/MAJOR RATIO UNC (RC3)","POSITION ANGLE (RC3)","HIPASS_RV50max","HIPASS_RV50min","HIPASS_RV20max ","HIPASS_RV20min ","HIPASS_Rvmom ","HIPASS_Rvsp","HIPASS_RVGSR ","HIPASS_RVLG ","HIPASS_RVCMB ","HIPASS_RV1 ","HIPASS_RV2 ","HIPASS_RVsp1 ","HIPASS_RVsp2 ","HIPASS_RVmask","HIPASS_W50max ","HIPASS_W50min ","HIPASS_W20max ","HIPASS_W20min ","HIPASS_Speak","HIPASS_Sint","HIPASS_RMS","HIPASS_RMSclip","HIPASS_RMScube","HIPASS_cube","HIPASS_Sigma","HIPASS_Boxsize","HIPASS_Qual","HIPASS_nb","HIPASS_cf","HIPASS_ext","RC3_PGC","RC3_D25","RC3_e_D25","RC3_R25","RC3_e_R25","RC3_Ae","RC3_e_Ae","A_e in arcsec","RC3_PA","RC3_BT","RC3_BT_code","RC3_e_BT","RC3_Bmag","RC3_e_Bmag","RC3_BoT","RC3_Ai","RC3_Ag","RC3_W50","RC3_e_W50","RC3_cz","2MASX_ID","2MASX_K_b/a","2MASX_K_PA","2MASX_K_mag","2MASX_K_mag_sigma","2MASX_K_mag_chi2","2MRS_E(B-V)","ABSOLUTE_MAGNITUDE_B","ABSOLUTE_MAGNITUDE_K","cos^2(i)","sini","INCLINATION_FROM_R25","HIPASS_W50max_z","HIPASS_W50max_zs","HIPASS_W50max_zst","HIPASS_W50max_zsti","BILBI_CENTRAL_VELOCITY_DISPERSION","BILBI_ERR_VELOCITY_DISP","BILBI_ROTATIONAL_VELOCITY","BILBI_ERR_ROTATIONAL_VELOCITY","BILBI_POSITION_ANGLE","BILBI_STD_DEV_POS_ANG","BILBI_COMMENT_POS_ANG","BILBI_Wmax_z","BILBI_Wmax_zs","BILBI_Wmax_zst","BILBI_Wmax_zsti","IN_THE_TABLE_OR_NOT"
159,122,"HIPASSJ2125-40b","run1/night7","28.05.2012","IC_5105B",,1,"21h26m00.2s ","-40d50m05s","used?",,"SB(rs)ab:           ","Sab",0.007455,0.000027,1.39,0.39,13.71,82.22,0.4,65,79.1,7.6,0.347,0.033,65,2273.6,2273.6,2274.9,2274.9,2273.2,2225.8,2277.5,2281.7,2053.5,2149.9,2396.8,808.2,3813.9,"2149.9;2396.8",171.1,171.1,214.1,214.1,0.0461,6.8,0.0063,0.0056,0.0122,141,158,28,1,1,0,0,66740,1.12,0.04,0.46,0.04," "," ",,65," "," "," ",13.71,0.21," ",0.57,0.08," "," "," ","21260024-4050052",0.32,65,10.204,0.033,2.091,0.035,-19.2589840025,-22.2278660128,0.107372609,0.9447896014,70.8721243092,169.8338883623,166.4018883623,166.153762247,175.8632419278,36.5006215638,5.4435505516,112.166123041,,150.874148201,15.0493060553,"there could be something in the outer skirt of the galaxy",111.3361123236,107.9041123236,106.3761618911,112.5924351096,1
160,123,"HIPASSJ2127-60","run1/night4","25.05.2012","NGC_7059",,1,"21h27m21.5s ","-60d00m52s","used",,"SAB(s)c pec         ","Sc",0.005784,0.00001,3.5,1.7,12.35,204.17,0.477,98,208,9.8,0.479,0.034,98,1734.2,1734.2,1733.2,1733.2,1736.5,1851.4,1664.6,1641,1610.4,1568.4,1901.1,200.1,3030.3,"1568.4;1901.1",270.5,270.5,292.7,292.7,0.2787,59.8,0.0063,0.0056,0.0122,70,158,28,1,0,0,0,66784,1.54,0.02,0.32,0.03,1.14,0.02,82.8230558762,98,12.35," ",0.13,12.6,0.16,11.9,0.48,0.06," "," ",1721,"21272147-6000524",0.66,-70,9.61,0.053,4.465,0.033,-19.735449526,-22.2674508386,0.2178234226,0.8844074725,62.1786926399,268.9444254432,265.5124254432,265.555080682,300.2632710997,48.8929752335,3.3881046766,"None",,"None","None","no clear rotation","None","None","None","None",1
161,124,"HIPASSJ2129-52","run2/night4","16.06.2012","NGC_7064",,1,"21h29m03.0s ","-52d46m03s","not used","low snr","SB(s)c? sp          ","Sc",0.002659,0.00001,3.8,0.6,13.1,223.87,0.19,91,228.1,10.8,0.162,0.008,91,856.2,856.2,856.2,856.2,859.8,906.2,816,803.1,695,732.8,991.9,200.1,3030.3,"732.8;991.9",160.3,160.3,186.8,186.8,0.3585,46.6,0.0062,0.0056,0.0122,103,158,28,1,0,0,0,66836,1.58,0.02,0.79,0.02," "," ",,91,13.1,"S",0.2,12.83,0.15,11.73,1.19,0,156,9,814,,,,,,,0.015,-18.3376555729,"None",0.0120765827,0.9939433672,83.6908232916,159.8748926604,156.4428926604,156.0759635587,157.0270185427,"None","None","None",,"None","None",,"None","None","None","None",1
162,125,"HIPASSJ2134-49","run8/night1","28.10.2014","ESO 236G021",,1,"21h34m15.53s","-50d01m41.6s","not used","low snr","Sa                  ","Sa",0.012424,0.000034,0.94,0.61," 15.1r",51.88,0.8,65,"                    ","                    ","                    ","                    ","                    ",3724.7,3724.7,3707.5,3707.5,3718,3773.3,3685,3676.5,3537.1,3593.2,3816.8,2212.9,5264.8,"3593.2;3816.8",151.2,151.2,199.2,199.2,0.044,5.2,0.007,0.0063,0.0122,103,158,28,2,0,0,0,,,,,,,,,,,,,,,,,,,,,"21342011-5003241",1,90,13.847,0.259,0.5,,-33.4882592829,"None",1,0,0,149.3445433929,145.9125433929,145.3821135821,"None","None","None","None",,"None","None",,"None","None","None","None",1
163,126,"HIPASSJ2152-55","run8/night2","29.10.2014","NGC_7140",,1,"21h52m15.31s","-55d34m10.8s","used","so few pixels to work","(R'_2)SB(rs)b       ","Sb",0.009947,0.00001,4.2,3," 12.4b",179.89,0.667,18,250.1,17.9,0.724,0.088,18,2980.3,2892.8,2979.8,2979.8,2968.8,2856.4,2912.3,2897,2810.4,2761.8,3173.9,1506.5,4660.4,"2761.8;3173.9",297.3,122.3,323.7,323.7,0.2027,39.7,0.0086,0.0071,0.0122,70,158,28,1,0,0,0,67532,1.62,0.03,0.14,0.05,1.25,0.07,106.6967646023,18,12.2," ",0.2,12.68,0.21,12.21,0.2,0," "," ",2950,"21521535-5534107",0.52,20,8.949,0.043,9.9,0.023,-20.5147564422,-24.1848368032,0.5178647121,0.6943596243,43.9762094883,294.371882881,290.939882881,290.9817719549,419.0649366124,86.6570341783,2.0582145988,"None",,105.552695233,6.4915398917,"didn't plot rad_vel graph","None","None","None","None",1
164,127,"HIPASSJ2202-18","run1/night5","26.05.2012","NGC_7183","some cloud+ closed at the end",1,"22h02m21.6s ","-18d54m59s","not used","low snr","S0+ pec sp     HII  ","S0",0.008789,0.000017,3.8,1.1,12.69,242.66,0.233,77,228.1,16.3,0.302,0.022,77,2647.2,2472,2635.7,2466.6,2625.5,2480.4,2711.1,2751,2307.7,2380.9,2894.4,1304.7,4380.1,"2380.9;2894.4",421.9,71.6,462.4,124.4,0.0591,11.2,0.0083,0.0071,0.013,281,158,28,1,0,0,0,67892,1.58,0.03,0.52,0.03," "," ",,77," "," "," ",12.93,0.21,12.84,0,0.05,405,12,2577,"22022161-1854596",0.38,80,8.384,0.022,9.9,0.029,-19.6894495502,-24.3596187321,0.0779231777,0.9602483128,73.7906844878,418.2242272666,414.7922272666,414.8223615708,431.9948871823,"None","None","None",,"None","None",,"None","None","None","None",1
165,128,"HIPASSJ2203-50","run5/night1","04.06.2013","ESO_237G030",,0,"22h03m04.3s ","-50d26m31s","not used","low snr","SAB(rs)ab           ","Sab",0.017858,0.000033,1.7,0.9,14.66,65.31,0.533,42,99.6,9.6,0.55,0.053,42,5353.8,5469.7,5350.6,5350.6,5357.4,5473.5,5319.7,5313,5168.1,5148.9,5561.6,3753.4,6973.8,"5148.9;5561.6",288.3,56.5,318.1,318.1,0.0453,8.4,0.007,0.0057,0.0122,104,158,28,1,0,0,0,67925,1.22,0.04,0.26,0.04," "," ",,42," "," "," ",14.66,0.21,14.29,0.32,0," "," ",5386,"22030436-5026311",0.54,35,11.325,0.079,0.877,0.023,-19.9587800921,-23.1407023902,0.2917970496,0.841547949,57.3039420027,283.2418667437,279.8098667437,279.8525117292,332.5449394365,"None","None","None",,"None","None",,"None","None","None","None",1
166,128,"HIPASSJ2203-50","run5/night1","04.06.2013","ESO_237G030",,0,"22h03m04.3s ","-50d26m31s","not used","low snr","SAB(rs)ab           ","Sab",0.017858,0.000033,1.7,0.9,14.66,65.31,0.533,42,99.6,9.6,0.55,0.053,42,5353.8,5469.7,5350.6,5350.6,5357.4,5473.5,5319.7,5313,5168.1,5148.9,5561.6,3753.4,6973.8,"5148.9;5561.6",288.3,56.5,318.1,318.1,0.0453,8.4,0.007,0.0057,0.0122,104,158,28,1,0,0,0,67925,1.22,0.04,0.26,0.04," "," ",,42," "," "," ",14.66,0.21,14.29,0.32,0," "," ",5386,"22030436-5026311",0.54,35,11.325,0.079,0.877,0.023,-19.9587800921,-23.1407023902,0.2917970496,0.841547949,57.3039420027,283.2418667437,279.8098667437,279.8525117292,332.5449394365,"None","None","None",,"None","None",,"None","None","None","None",0
167,129,"HIPASSJ2208-57","run2/night3","15.06.2012","NGC_7205","no guide star",1,"22h08m34.3s ","-57d26m33s","not used","low snr","SA(s)bc;HII    LINER","Sbc",0.005623,0.000019,4.1,2,11.55,221.31,0.525,73,244.4,11.5,0.49,0.035,73,1685.7,1685.7,1687.1,1687.1,1686.1,1731.3,1620.6,1603.5,1533.6,1482.6,1895.7,200.1,3030.3,"1482.6;1895.7",335.8,335.8,365.7,365.7,0.1278,37.5,0.0064,0.0058,0.0122,70,158,28,1,0,0,0,68128,1.61,0.02,0.31,0.03,1.15,0.02,84.7522526774,73,11.55," ",0.14,11.68,0.16,11.15,0.45,0,324,9,1482,"22083427-5726331",0.6,75,7.921,0.023,9.9,0.023,-20.4597251743,-23.8634985186,0.2287776906,0.878192638,61.4251051003,333.9223546001,330.4903546001,330.5280834196,376.373097582,"None","None","None",,"None","None",,"None","None","None","None",1
168,130,"HIPASSJ2214-11","run1/night6","27.05.2012","MCG-02-56-026",,1,"22h15m02.5s ","-11d31m00s","used",,"(R')SB(rs)0+:       ","S0",0.009303,0.000023,1.8,0.7,14.8,"                    ","                    ","                    ",109.2,13.3,0.372,0.045,"                    ",2789.1,2682.8,2787.2,2689.6,2783.8,2668.3,2893.2,2944.1,2443.2,2612.3,2974.5,1489.5,4357.7,"2612.3;2974.5",287.2,74.5,324.2,129.1,0.0748,12.4,0.0073,0.0066,0.013,332,158,28,1,0,0,0,68401,1.26,0.05,0.43,0.05," "," ",," "," "," "," "," "," "," ",0,0.13," "," "," ","22150257-1130595",0.86,-15,10.584,0.057,4.519,0.045,"None",-22.1896443528,0.125444832,0.9351765437,69.256685553,284.5528052527,281.1208052527,281.1633856559,300.6527350782,79.4845363419,1.4933492177,"None",,"None","None","no clear rotation; std_ved is so high","None","None","None","None",1
169,131,"HIPASSJ2214-66","run1/night4","25.05.2012","IC_5176 ",,1,"22h14m55.9s ","-66d50m58s","used",,"SAB(s)bc? sp        ","Sbc",0.005831,0.00001,6.05,0.78,13.52,237.14,0.146,151,268,19.2,0.12,0.012,151,1747.5,1614.1,1747.3,1747.3,1741.8,1584.6,1641.2,1610.5,1642.9,1489.5,1984.8,200.1,3030.3,"1489.5;1984.8",367.2,100.5,392.4,392.4,0.2254,50.9,0.0057,0.0051,0.0122,44,158,28,1,0,0,0,68389,1.65,0.03,0.92,0.04," "," ",,151," "," "," ",13.52,0.21,12.12,1.36,0.03," "," ",1734,"22145592-6650578",0.2,27,8.739,0.028," ",0.031,-19.708731073,-23.3132204545,5.51924791591666E-005,0.9999724034,89.5743363364,365.071269428,361.639269428,361.6738220127,361.6838032633,57.20146721,2.8608100545,130.385962867,,120.515579421,15.9003277958,,129.6300898133,126.1980898133,125.2361966785,125.2396528697,1
170,132,"HIPASSJ2224-03","run1/night6","27.05.2012","MCG-01-57-004","Airmass 1.55",1,"22h23m39.1s ","-03d25m54s","used",,"S0^0^               ","S0",0.009432,0.00002,1.8,1.1,13.25,"                    ","                    ","                    ",106.7,24.6,0.646,0.113,"                    ",2827.5,2827.5,2834.4,2834.4,2831.1,2816.1,2964.8,3026.1,2474.3,2736.5,2923.4,1349.5,4319.2,"2736.5;2923.4",87,87,124.8,124.8,0.1071,9.7,0.008,0.0067,0.013,384,198,28,1,0,0,0,68743,1.25,0.09,0.19,0.07," "," ",," "," "," "," "," "," "," ",0,0.17," "," "," ","22233917-0325536",0.8,-65,9.153,0.025,5.63,0.062,"None",-23.643750122,0.408349618,0.7691881318,50.2810396696,86.1870834291,82.7550834291,80.1933190322,104.2570935792,188.7258259938,2.3347682069,235.769808198,,3.5664210988,2.3275448683,,233.566806083,230.134806083,230.1635230548,299.2291658609,1
171,133,"HIPASSJ2241-44","run2/night4","16.06.2012","IC_5240 ",,1,"22h41m52.4s ","-44d46m02s","used",,"SB(r)ab             ","Sab",0.005886,0.000024,2.8,1.9,12.78,186.21,0.6,100,169.1,12.1,0.676,0.065,100,1764.7,1883.8,1758.6,1758.6,1759.4,1891.5,1737.2,1741.5,1532,1564.7,1955.6,200.1,3030.3,"1564.7;1955.6",296.7,58.5,332.8,332.8,0.0657,12.3,0.0065,0.0058,0.0122,143,158,28,1,1,0,0,69521,1.45,0.03,0.17,0.04,0.78,0.04,36.1535751645,100,12.78," ",0.16,12.24,0.15,12.29,0.18,0," "," ",1709,"22415236-4446016",0.34,90,8.529,0.035,4.628,0.016,-19.6268330847,-23.3166024552,0.4491560365,0.7421886306,47.9181885562,294.9638428212,291.5318428212,291.573681041,392.8565717687,94.6475670784,1.0741599995,117.939378603,,154.114601083,10.4467806983,"there is a dark patch in the outer skirt of the galaxy",117.2492495203,113.8172495203,112.4903126675,151.5656640681,1
172,134,"HIPASSJ2257-33","run1/night7","28.05.2012","IC_5271 ",,1,"22h58m01.8s ","-33d44m32s","used",,"Sb?                 ","Sb",0.005729,0.000029,2.6,0.9,12.9,171.79,0.353,138,157.8,11.3,0.324,0.031,138,1717.6,1844.8,1704.4,1704.4,1711.9,1864.8,1728,1750.1,1431.3,1494.9,1949.3,200.1,3030.3,"1494.9;1949.3",332.2,77.9,376.4,376.4,0.052,10.4,0.0064,0.0056,0.0122,187,158,28,1,1,0,0,70128,1.42,0.03,0.49,0.04,0.89,0.01,46.5748269977,138,11.59,"V",0.13,12.62,0.11,11.89,0.68,0.04,358,25,1735,"22580180-3344319",0.38,-40,8.38,0.008," ",0.017,-19.6395654897,-23.2955071463,0.0916323608,0.9530832278,72.3796526967,330.3076673736,326.8756673736,326.9137897849,343.006549936,84.1662740427,1.5743563103,203.003298761,,55.8787375612,4.8281719919,"core and rot don't match well",201.8469177691,198.4149177691,198.3779073638,208.1433200879,1
173,135,"HIPASSJ2300-12b","run8/night2","29.10.2014","NGC_7450",,1,"23h00m47.82s","-12d55m06.7s","used","so few pixels to work","(R)SB(r)a;HII? Sy1.5","Sa",0.010624,0.000023,1.8,1.8,14,"                    ","                    ","                    ",106.7,18.7,1,0.122,"                    ",3185,3185,3187.4,3187.4,3191,3246.8,3282.5,3334.6,2842.6,3008.4,3351.5,1622.7,4711.3,"3008.4;3351.5;3020.2;3647.9",209.1,209.1,244.4,244.4,0.0738,13.8,0.0077,0.0073,0.0122,334,158,28,1,1,0,0,70252,1.25,0.07,None,0.05," "," ",," "," "," "," "," "," "," ",0,0.1," "," ",3105,"23004784-1255063",0.66,25,10.142,0.035,6.539,0.045,"None","None",1,0,0,206.9018744855,203.4698744855,203.4497368905,"None",80.1940869687,4.2857622297,"None",,"None","None","so few pixels; didn't even try","None","None","None","None",1
174,136,"HIPASSJ2316-42","run8/night1","28.10.2014","NGC_7552",,1,"23h16m10.76s","-42d35m05.1s","used?","maps not good","(R')SB(s)ab;HIILINER","Sab",0.005365,0.000017,3.4,2.7,11.25,229.09,0.889,1,203.3,14.5,0.794,0.077,1,1608.5,1608.5,1621.3,1621.3,1616.6,1637.9,1594.1,1602.8,1376.1,1416.1,1811.2,200.1,3030.3,"1416.1;1811.2",179,179,256.8,256.8,0.2022,36.9,0.0069,0.0059,0.0122,144,158,28,1,0,1,0,70884,1.53,0.03,0.1,0.04,1.01,0.01,61.3975795368,1,11.25," ",0.13,11.37,0.15,11.13,0.12,0.04,193,8,1653,"23161076-4235053",0.59,-85,7.536,0.02," ",0.014,-20.2450258159,-23.999756637,0.6255654875,0.6119105429,37.7277762271,178.0447897032,174.6127897032,174.440463642,285.0751072505,84.3583493267,2.4447732977,"None",,"None","None","no clear rotation","None","None","None","None",1
